id,name,price,short_description,description,rating_average,review_count,image_base_url,image_large_url,image_medium_url,image_small_url,image_thumbnail_url,stock,quantity_sold
35928104,Máy in sổ Olivetti PR2 Plus HÀNG NHẬP KHẨU,13200000,"Sản phẩmMáy in kimHãng sản xuấtOCZModelPR2 PlusKhổ giấy Có tính năng in sổ tiết kiệm, in bằng tốt nghiệp, hộ chiếu, in hóa đơn A4. Công nghệ: 24- pin dot matrixBộ nhớN/...","Sản phẩm Máy in kim Hãng sản xuất OCZ Model PR2 Plus Khổ giấy Có tính năng in sổ tiết kiệm, in bằng tốt nghiệp, hộ chiếu, in hóa đơn A4. Công nghệ: 24- pin dot matrix Bộ nhớ N/A Tốc độ Tốc độ in ở mặt độ 10cpi:+ High speed draft (HSD): 510 cps; + Draft (CPS): 370 cps In đảo mặt Không Độ phân giải 240x360 dpi Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",0,0,https://salt.tikicdn.com/ts/product/1f/0c/f3/e1dc08dd96e93a8314ea7515ed93e3fb.jpg,https://salt.tikicdn.com/cache/w1200/ts/product/1f/0c/f3/e1dc08dd96e93a8314ea7515ed93e3fb.jpg,https://salt.tikicdn.com/cache/w300/ts/product/1f/0c/f3/e1dc08dd96e93a8314ea7515ed93e3fb.jpg,https://salt.tikicdn.com/cache/200x280/ts/product/1f/0c/f3/e1dc08dd96e93a8314ea7515ed93e3fb.jpg,https://salt.tikicdn.com/cache/200x280/ts/product/1f/0c/f3/e1dc08dd96e93a8314ea7515ed93e3fb.jpg,1000,0
