id,name,price,short_description,description,rating_average,review_count,image_base_url,image_large_url,image_medium_url,image_small_url,image_thumbnail_url,stock,quantity_sold
276158126,PC All in One VSP VA271-610H Trắng (Sản phẩm AIO này chưa bao gồm CPU - Ram - SSD) - Hàng Chính Hãng,8320000,"Kích thước màn hình: 27""• CPU hổ trợ: Intel Core 12/13th I9/I7/I5/I3/Pentium• Ram hổ trợ: 2x DDR4 SODIMM DDR4 Max 64Gb (2666MHz/2933MHz/3200MHz)• SSD hổ trợ: 1x M.2 (M.2 - 2280) (Sata/NVMe)• HDD hổ tr...","Kích thước màn hình: 27"" • CPU hổ trợ: Intel Core 12/13th I9/I7/I5/I3/Pentium • Ram hổ trợ: 2x DDR4 SODIMM DDR4 Max 64Gb (2666MHz/2933MHz/3200MHz) • SSD hổ trợ: 1x M.2 (M.2 - 2280) (Sata/NVMe) • HDD hổ trợ: 2x 2.5” (2x Sata3.0) • VGA (Graphics): Onboard • Nguồn cấp: 19V 6.32 • Trọng lượng: 6.1/8.2Kg • Kích thước: 698x475x185mm • Interface/ Cổng kết nối: + I/O: USB2.0 x2; Audio 35mm/Mic 3.5mmx1; Type-c x1; SD card x1 + Interface : HDMI out x1 + Wifi: 2.4Ghz 5 Ghz/802.11a/b/g/n/ac + RJ45: 1 x 10/100/1000M/VGA/COM/DP:COM x1 + Bluetooth: 4.2 + Camera: Build in 500W + Speaker: 8Ω/2W x2 + Windows 10/11; Ubuntu OS Support Bảo hành 24 tháng Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",0,0,https://salt.tikicdn.com/ts/product/82/96/fb/9fd0512859b16e4b3dd27564d6294563.png,https://salt.tikicdn.com/cache/w1200/ts/product/82/96/fb/9fd0512859b16e4b3dd27564d6294563.png,https://salt.tikicdn.com/cache/w300/ts/product/82/96/fb/9fd0512859b16e4b3dd27564d6294563.png,https://salt.tikicdn.com/cache/200x280/ts/product/82/96/fb/9fd0512859b16e4b3dd27564d6294563.png,https://salt.tikicdn.com/cache/200x280/ts/product/82/96/fb/9fd0512859b16e4b3dd27564d6294563.png,1000,0
276157881,Máy tính để bàn All In One VSP VA221-610H Black (Sản phẩm AIO này chưa bao gồm CPU - Ram - SSD) - Hàng Chính Hãng,6500000,"Thông số kỹ thuật• Sản Phẩm: Máy Tính All in one• Mã Hàng: VA221-610H• Tên Hãng: VSP• Màu: Đen• Kích thước màn hình: 21.45""• Tần số quét: 60Hz• Độ phân giải: 1920 x 1080 (16:9)• Kiểu màn hình: Màn hìn...","Thông số kỹ thuật • Sản Phẩm: Máy Tính All in one • Mã Hàng: VA221-610H • Tên Hãng: VSP • Màu: Đen • Kích thước màn hình: 21.45"" • Tần số quét: 60Hz • Độ phân giải: 1920 x 1080 (16:9) • Kiểu màn hình: Màn hình phẳng • Công nghệ tấm nền: BOE/IPS • Độ Sáng: max 300cd/M² • Hiển thị màu sắc: 16.7M • Góc nhìn ngang: 89/89/89/89 (Typ.) (CR>=10) • Chipset: Intel H610 • CPU hổ trợ: Intel Core 12/13th I9/I7/I5/I3/Pentium • Ram hổ trợ: 2x DDR4 SODIMM DDR4 Max 64Gb (2666MHz/2933MHz/3200MHz) • SSD hổ trợ: 1x M.2 (M.2 - 2280) (Sata/NVMe) • HDD hổ trợ: 2x 2.5” (2x Sata3.0) • VGA (Graphics): Onboard • Nguồn cấp: 19V 6.32 • Interface/ Cổng kết nối: + I/O: USB2.0 x2; Audio 35mm/Mic 3.5mmx1; Type-c x1; SD card x1 + Interface : HDMI out x1 + Wifi: 2.4Ghz 5 Ghz/802.11a/b/g/n/ac + RJ45: 1 x 10/100/1000M/VGA/COM/DP:COM x1 + Bluetooth: 4.2 + Camera: Build in 500W + Speaker: 8Ω/2W x2 + Windows 10/11; Ubuntu OS Support Note/ Ghi chú Sản phẩm AIO này chưa bao gồm CPU - Ram - SSD Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",0,0,"https://salt.tikicdn.com/ts/product/cd/c4/a5/68a672440858649ee20a55e93766b534.png, https://salt.tikicdn.com/ts/product/e3/dc/ec/aed2897c44354f2e906075b597bae857.png, https://salt.tikicdn.com/ts/product/08/2f/04/e2dcc300ef15b7062ac0c8125ade0a7e.png","https://salt.tikicdn.com/cache/w1200/ts/product/cd/c4/a5/68a672440858649ee20a55e93766b534.png, https://salt.tikicdn.com/cache/w1200/ts/product/e3/dc/ec/aed2897c44354f2e906075b597bae857.png, https://salt.tikicdn.com/cache/w1200/ts/product/08/2f/04/e2dcc300ef15b7062ac0c8125ade0a7e.png","https://salt.tikicdn.com/cache/w300/ts/product/cd/c4/a5/68a672440858649ee20a55e93766b534.png, https://salt.tikicdn.com/cache/w300/ts/product/e3/dc/ec/aed2897c44354f2e906075b597bae857.png, https://salt.tikicdn.com/cache/w300/ts/product/08/2f/04/e2dcc300ef15b7062ac0c8125ade0a7e.png","https://salt.tikicdn.com/cache/200x280/ts/product/cd/c4/a5/68a672440858649ee20a55e93766b534.png, https://salt.tikicdn.com/cache/200x280/ts/product/e3/dc/ec/aed2897c44354f2e906075b597bae857.png, https://salt.tikicdn.com/cache/200x280/ts/product/08/2f/04/e2dcc300ef15b7062ac0c8125ade0a7e.png","https://salt.tikicdn.com/cache/200x280/ts/product/cd/c4/a5/68a672440858649ee20a55e93766b534.png, https://salt.tikicdn.com/cache/200x280/ts/product/e3/dc/ec/aed2897c44354f2e906075b597bae857.png, https://salt.tikicdn.com/cache/200x280/ts/product/08/2f/04/e2dcc300ef15b7062ac0c8125ade0a7e.png",1000,0
